12,13C,AZ,107
33,290,CO,7
24,13C,KY,6
41,13A,MI,20
14,13B,NH,3
32,13A,NV,9
41,290,NV,7
41,13A,NY,41
51,13C,OK,1
11,11A,TN,2
51,290,MA,2
11,240,KS,1
81,13B,NY,1
24,13B,TN,1
13,13A,OR,1
25,13B,UT,1
14,200,CA,3
27,240,CO,1
13,220,CO,2
43,120,CT,1
42,13A,DC,5
15,290,KS,3
11,240,KY,3
32,13A,NC,9
32,13A,WY,2
41,09A,NY,4
27,290,LA,1
22,13C,MA,2
24,13A,WA,5
82,13B,WA,1
25,290,DC,1
45,220,KS,1
26,13C,WA,2
21,23C,WA,1
41,13A,AZ,30
43,120,CA,28
11,220,KS,9
12,13B,MA,106
24,09A,NY,1
41,120,WA,6
12,13A,WI,9
21,23H,FL,1
24,200,NJ,1
45,23H,WI,1
71,13C,DC,6
33,23D,OH,2
11,23H,ID,1
71,13B,NY,4
51,35B,OH,1
22,290,OH,5
71,13B,WA,4
41,120,KY,3
32,270,MS,1
41,13A,NJ,7
27,290,SC,1
33,290,UT,3
11,13A,VA,5
41,13A,AL,1
52,290,AL,1
23,13A,OH,1
52,11A,OR,1
24,290,CO,2
21,23H,MD,2
62,23H,MI,1
15,11D,MO,1
25,220,NC,1
52,35A,ND,1
22,220,OH,1
52,13B,TX,2
52,290,WA,1
33,23D,ND,1
71,13B,PA,1
25,13C,TX,3
45,290,OR,1
52,13B,SC,3
25,290,KY,5
12,13A,SD,6
43,290,VA,9
11,23F,WI,1
13,120,WI,1
33,23H,KY,1
43,290,PA,3
27,290,MI,1
22,23H,MN,1
12,26A,OH,1
45,240,UT,1
33,13A,AR,1
24,13B,AR,1
12,200,TN,2
24,23D,VA,1
26,220,WA,1
12,23H,AR,1
33,13C,CT,14
11,13C,CT,21
15,520,MI,1
14,290,NJ,10
11,36A,OH,1
12,13A,OH,15
43,290,OR,8
11,13B,RI,3
25,13C,TN,4
12,290,VA,143
33,13A,FL,11
33,220,MA,1
42,13C,OR,3
22,13C,KS,1
44,26A,OH,1
41,11B,WV,1
52,290,IA,1
12,13B,DC,20
11,13B,KY,37
14,280,MA,1
25,26A,MI,2
23,200,NY,2
13,13C,OH,40
42,35A,TN,1
12,290,TX,74
13,11D,UT,1
43,290,WA,17
13,23G,WI,2
32,13B,NJ,12
24,13A,IL,2
42,120,MA,1
11,23H,ND,5
32,120,NM,1
52,13C,KY,1
12,26E,SC,1
23,23H,WA,1
32,13C,FL,1
24,220,IA,1
72,520,MA,1
85,23D,TN,1
22,35A,TX,1
45,23C,VA,1
12,200,KY,1
62,26A,MA,1
14,120,NC,1
11,13B,AR,3
22,290,AZ,3
12,13C,CA,318
41,290,CO,13
21,220,CO,1
43,13A,KY,2
43,290,ME,4
15,13C,NJ,10
33,11D,TN,5
12,23D,TN,1
42,13C,TX,7
41,13B,WV,6
41,13A,ND,2
43,13B,KS,5
12,13B,LA,5
22,290,MN,2
45,23F,OH,4
11,240,UT,3
11,240,FL,1
52,40B,OH,1
25,23C,WA,2
16,290,MT,1
24,13A,OH,1
41,120,MO,1
14,23H,UT,1
11,290,AR,1
41,13B,DE,2
14,290,KS,3
11,290,NC,16
21,290,NJ,411
25,13B,WI,1
52,23H,WV,1
12,200,PA,4
44,290,WA,1
71,290,CA,3
13,35B,ND,2
32,120,OH,4
24,13C,OK,3
82,13A,IL,1
45,290,NJ,1
52,13B,WV,2
33,23G,KS,1
25,220,MA,1
27,290,OH,1
11,280,UT,2
45,290,CA,2
27,290,CA,2
32,13B,CO,25
23,23H,CT,1
32,09B,ID,1
14,13C,KY,1
32,13A,MD,5
22,290,ME,3
51,290,MI,3
24,13C,MI,37
13,23F,MO,1
12,13B,NJ,29
14,13B,OH,4
24,290,OH,8
21,13C,SC,2
12,290,TN,68
32,23A,TX,1
12,240,UT,1
25,13B,NC,1
12,220,VA,3
27,290,VA,1
42,23F,AR,1
12,13B,DE,4
33,23B,OH,1
12,13C,SD,2
12,23C,WI,1
33,26B,OH,1
43,23H,VA,1
14,13B,VT,2
33,200,CA,1
15,23H,IL,1
32,290,OK,1
11,220,CO,1
42,290,IA,1
14,13B,MI,8
24,290,MN,8
21,23H,SC,1
52,13A,SC,1
13,11A,SD,1
12,13A,VT,3
42,290,WI,8
12,13A,DC,5
33,120,MA,2
43,13A,NY,1
25,200,NY,5
33,13A,OR,1
25,290,OK,3
41,210,UT,1
21,220,TX,1
11,26A,VA,1
32,120,DE,2
41,13C,MI,30
41,290,MT,2
21,220,NJ,3
14,220,OH,5
43,13B,OK,4
12,290,OR,38
12,290,SC,37
41,13C,SC,11
11,23C,WV,10
41,290,KS,5
41,11B,KY,1
13,13A,NC,1
11,220,OH,11
32,120,PA,1
13,23F,OH,6
45,13C,TX,1
52,13A,CO,1
81,26C,KY,1
81,23F,MT,1
14,290,RI,1
15,13B,NH,1
13,23C,TN,1
13,290,VA,1
12,13A,CT,5
12,13A,MD,14
42,13B,MI,7
52,23H,MI,1
45,290,OH,3
11,290,VA,19
44,13C,WA,1
23,290,KY,3
41,290,NB,6
45,290,WA,2
45,290,WI,1
11,200,CA,1
11,23H,MT,4
13,13B,OH,3
71,13A,TN,1
32,26C,WA,1
33,13C,ID,3
12,09A,SC,1
22,13C,WI,1
41,290,ID,4
41,13B,IL,30
21,11B,KY,1
12,200,MI,3
21,220,OH,1
14,13A,TX,1
14,290,CO,2
26,290,OR,4
21,23H,VA,1
42,13C,AR,1
33,23C,CT,1
14,11D,KY,1
12,23H,UT,1
13,23F,KY,1
31,290,WA,1
13,290,OK,1
44,13C,VA,1
22,26C,WA,1
15,13B,IL,1
41,13C,ME,20
44,13C,MI,2
12,290,NH,17
33,13C,NY,2
23,290,OH,5
41,290,UT,4
32,13A,WI,5
24,13B,AZ,4
24,23H,KS,2
13,23C,SC,2
14,13A,WV,1
16,13A,NV,1
22,13C,PA,1
44,36B,TN,1
32,13A,SD,1
41,23H,VA,2
41,220,WA,1
12,23H,WI,2
71,13B,MO,2
52,23D,AR,1
41,13A,CA,137
32,120,KY,11
42,13C,LA,1
21,13B,MI,5
26,13C,NC,2
25,290,NC,7
41,290,NJ,24
14,120,NY,1
32,35A,TN,2
21,26B,TN,1
41,13B,WI,11
26,290,WI,1
33,290,DC,2
41,220,NC,3
15,120,WI,1
45,13C,CA,2
22,13C,WA,2
16,13B,CA,1
12,35A,TN,2
12,100,WA,1
45,13B,FL,1
11,520,KY,1
11,13A,MI,39
11,13A,NB,2
41,13B,NY,296
12,13B,SD,8
11,520,TN,1
12,290,WA,80
24,13C,WA,20
13,23F,WA,13
42,120,OH,2
32,120,MA,2
23,290,ME,1
14,13C,OK,2
11,250,OK,1
42,11A,TX,1
82,13B,IL,1
23,23F,OH,1
43,13A,RI,1
25,13A,MI,1
23,290,CA,7
32,13B,CT,9
43,290,GA,1
43,290,ID,3
25,13C,MN,3
12,220,MO,9
15,290,MT,4
42,13C,NC,5
25,13B,NJ,1
11,23H,VA,3
12,290,WV,11
12,200,IN,2
32,13B,IN,5
22,290,NB,2
23,13B,WA,1
45,23H,CT,5
14,13A,IL,2
26,13C,OH,6
42,11A,DC,1
15,220,WA,1
45,26C,NH,1
13,26B,OH,1
11,120,CO,10
33,120,CO,1
41,13B,IN,12
11,13A,KS,2
42,11A,MA,1
41,290,MN,12
41,13A,MO,11
12,290,NB,23
45,13C,SC,1
26,290,TX,2
52,13B,UT,1
12,35A,KY,1
51,13A,MI,3
31,13C,OH,2
11,23D,OH,3
43,120,SC,2
15,13C,MO,1
33,13B,WV,1
11,13A,MA,19
51,13A,MA,1
51,13B,MA,3
15,290,MD,2
11,13B,MI,72
43,290,MI,25
11,270,ND,1
12,23H,ND,1
52,120,NJ,1
24,13B,NY,65
25,200,TX,1
12,13B,WV,10
13,13B,AL,2
15,290,ID,2
43,13B,RI,1
32,26A,VA,1
24,13A,WV,1
24,13B,NV,1
33,35A,UT,1
25,200,VA,1
42,13C,WV,1
51,23H,ID,1
31,13B,PA,2
42,290,AR,3
33,13C,FL,9
21,13C,KY,3
41,13B,MT,3
12,23H,NV,1
42,11A,NY,2
24,13C,OH,16
25,200,MO,1
11,250,MT,1
51,13B,ID,1
31,290,LA,1
11,11A,NC,1
25,13B,PA,1
14,13C,AL,1
44,13B,CT,2
12,23G,KY,1
11,35A,SC,2
12,13A,CA,256
41,290,CT,13
21,13C,FL,6
15,290,MI,11
21,13A,NY,17
26,220,SC,4
15,23H,SC,1
24,100,TN,1
12,13B,IA,3
33,240,KS,1
42,13B,WY,1
33,13B,IL,4
62,13A,MI,1
11,09A,MO,1
33,13A,PA,1
32,23F,KS,1
43,13B,ID,8
13,13A,MO,1
12,13C,NC,95
43,13C,ND,5
33,13B,PA,2
12,13C,RI,3
25,290,WI,3
21,13B,MT,1
27,13A,IN,1
21,220,KS,1
12,13A,OK,3
52,220,MA,1
41,13B,CT,17
12,290,CT,61
52,13B,CT,2
43,290,FL,14
41,200,MO,1
45,13B,MO,1
41,13A,NV,15
42,13B,OH,11
25,290,RI,4
41,13B,UT,6
41,13A,WI,11
51,13C,CA,2
22,290,IL,1
45,13B,IN,1
11,220,AZ,2
23,13C,GA,2
22,23D,ID,1
11,26A,WI,1
11,26A,KS,1
45,13C,NC,1
24,220,RI,1
14,13C,FL,2
14,23C,KY,1
24,290,MA,13
21,13B,NY,213
42,100,TN,1
11,280,KY,2
22,220,MI,1
33,200,NC,1
42,13A,MD,3
12,520,UT,2
42,13A,VT,1
11,23C,AZ,1
44,13B,GA,1
15,13B,VA,1
51,13A,WV,1
11,35A,MA,1
41,13A,CO,13
24,13C,IA,1
32,35A,KY,1
25,13C,KY,5
24,13B,MI,17
41,13B,ND,3
43,13C,NJ,17
32,120,NV,5
33,13B,OH,30
43,13C,SD,1
14,13A,TN,1
32,13A,TN,6
13,35A,WA,3
12,290,ND,5
11,290,OR,8
25,200,MI,2
52,23G,OH,1
42,13B,VA,7
51,13C,WA,2
72,240,MA,2
12,23D,NH,1
11,23C,PA,1
24,13B,SC,1
52,13B,SD,1
43,290,DE,1
21,13B,FL,2
25,13C,MI,11
45,35A,MT,1
32,290,NC,8
51,13C,NJ,8
13,13A,SD,2
43,13C,TX,5
26,13B,VA,2
26,13C,CO,2
26,290,FL,1
11,23G,ID,1
25,220,NH,1
13,13A,NJ,1
42,11A,NV,1
33,13A,OK,2
11,26C,TX,1
15,220,TX,1
62,23F,WA,1
14,220,CA,4
41,290,IN,4
51,26B,KY,1
42,290,MA,15
11,13C,SC,13
15,13A,WA,5
43,120,WA,4
32,13B,WI,7
33,290,AR,1
24,13A,IA,1
24,13C,IN,5
33,13C,IN,6
21,220,MI,1
14,290,ND,2
11,290,NJ,11
12,13A,NM,2
33,13C,VA,6
42,120,AZ,2
72,23F,MO,1
31,13A,IL,1
45,13B,MN,3
11,13C,NV,3
12,250,TN,1
11,100,TN,1
14,23F,CT,1
11,26A,MI,4
15,13A,MO,1
45,23G,MT,1
13,220,NB,1
44,35A,TN,1
11,13B,UT,13
32,23H,WA,2
12,13B,UT,9
43,13C,IN,3
14,26A,MI,1
11,13C,PA,11
14,290,NB,3
26,13C,LA,1
72,13C,MA,2
43,13C,ME,3
12,280,OH,1
12,23F,OH,1
11,09A,TN,1
13,13A,VA,1
52,270,KY,5
52,11D,MI,2
21,13C,OH,14
11,13A,TX,14
12,13B,AL,13
23,290,DE,1
33,13A,IL,1
45,13B,MD,1
22,13B,TN,1
72,13A,NY,1
11,23D,PA,2
41,13C,AZ,38
41,13B,CA,183
12,23D,CT,1
21,13C,MI,38
41,13C,MO,12
52,23D,MT,3
41,220,NV,3
12,23H,PA,1
43,290,TX,14
24,13B,UT,3
32,13B,VA,13
22,290,WI,2
22,23H,NC,3
12,13C,NM,4
25,13A,WA,1
42,11A,KS,1
12,23F,MI,1
51,290,MO,1
14,13A,AZ,1
43,13C,AZ,4
41,120,IN,2
12,23F,MA,3
21,13B,MO,2
33,290,NC,2
12,290,OH,143
12,13C,OK,27
32,13B,OR,7
13,290,UT,5
51,13A,WI,1
24,13A,AK,1
32,23C,SC,1
33,240,OH,2
33,35B,MT,1
52,290,NY,1
43,290,AR,1
12,290,KY,70
11,23F,MI,3
43,13B,MT,3
43,13A,MT,1
12,13B,NY,245
25,13C,NY,2
42,290,TN,1
41,13B,WA,36
41,13C,IA,2
32,23H,OH,1
11,23C,WA,5
24,23H,NY,1
24,120,WA,2
43,13A,AR,1
12,23H,CA,4
11,13C,GA,10
21,13C,IA,1
12,13A,MI,88
21,290,MN,27
21,200,MN,1
11,13A,NC,13
41,120,NV,6
42,13B,OR,6
24,290,TX,13
32,13C,WI,1
33,13A,MN,5
32,13C,PA,12
23,290,TN,3
13,23H,UT,5
11,220,MO,1
13,240,MO,1
52,120,OH,2
81,26C,MT,1
51,35A,OH,1
41,11B,OR,1
22,23H,WA,1
23,13B,KS,1
26,13C,MN,1
51,26A,WI,1
21,13B,DC,1
11,13B,FL,27
12,13A,IL,47
11,290,KS,3
11,13A,MD,8
32,23G,MI,1
11,120,ND,2
52,220,OH,4
43,290,TN,19
12,200,MO,2
13,23D,ND,2
14,290,NM,2
12,13C,VT,4
43,290,AZ,5
33,13C,IA,1
41,23H,MA,2
43,290,OK,3
11,520,UT,1
11,23F,VT,2
12,11D,IN,1
22,23F,KS,1
15,520,VA,1
12,23H,WA,4
26,23H,NC,1
72,26B,WA,1
24,290,AZ,7
13,23F,CO,4
12,13C,FL,21
52,290,KS,3
12,13C,ME,36
51,23H,MI,2
12,120,MI,1
15,290,NH,1
43,13B,OH,25
12,13A,ND,9
44,120,CA,1
21,13C,DE,1
11,13B,IN,10
42,13A,WI,1
32,290,GA,2
33,23C,OH,6
84,13C,MA,1
13,220,ND,1
45,13C,OR,1
11,290,AZ,11
26,220,CA,2
25,290,ID,9
11,13B,KS,10
11,240,MA,1
11,23D,MA,4
12,290,ME,10
33,13C,MN,13
43,13C,MO,7
24,13C,NY,6
11,13A,OH,16
43,13B,TX,17
13,520,UT,2
12,13B,VT,7
21,23F,CO,2
42,23F,KY,1
52,13B,NJ,3
25,100,OH,2
13,13B,MA,1
11,23G,MI,1
21,23F,WV,1
24,13B,IN,2
28,23G,MO,1
22,13B,MO,1
27,13C,KY,1
33,23H,MA,3
25,220,NM,1
24,26E,OH,1
21,13C,AZ,29
32,13C,CA,78
11,240,CO,2
11,290,NV,3
12,13B,PA,15
24,290,PA,1
41,13B,PA,10
15,220,CA,1
23,290,MI,6
22,290,ND,2
44,35A,CT,1
71,13A,DC,16
51,13A,CA,2
41,120,LA,2
43,120,MT,1
42,23H,CA,1
11,120,MD,1
26,11D,SC,1
15,120,DC,2
12,200,MD,1
32,13C,NC,11
45,13B,ND,2
33,220,ND,1
32,13B,NV,11
24,13B,OR,1
12,290,OK,10
24,520,AZ,1
15,290,LA,2
24,35A,MA,2
43,220,WA,2
12,520,WI,1
11,35B,WV,1
22,35A,KY,1
33,120,AZ,1
32,13A,CO,13
43,290,CT,12
12,13B,NH,7
21,23F,OH,1
43,290,IA,2
43,13A,ID,2
14,13B,NB,2
24,23H,OH,2
32,120,VA,1
11,13B,WI,14
26,220,NV,1
11,13A,OR,2
11,220,ID,1
23,220,OH,1
28,220,TN,1
71,35A,WA,1
11,270,WV,1
12,13A,AZ,67
33,290,CT,11
14,13B,GA,3
12,23D,KS,1
33,290,KS,4
33,290,MA,17
41,290,WA,22
11,35A,WV,4
15,13B,AL,1
23,13B,AZ,1
41,120,GA,5
42,13A,OR,5
23,23C,MI,2
13,13B,AK,2
11,13C,AR,5
12,290,DC,10
32,13C,MA,36
25,290,MI,14
32,13C,TX,25
42,13B,WV,1
32,290,IN,5
12,13B,RI,3
43,200,WV,1
26,13C,AZ,1
24,23H,LA,1
14,120,CT,1
41,240,MI,1
82,290,RI,1
13,35A,TX,1
27,23E,CT,1
52,26A,KS,1
12,23H,MI,3
41,120,MN,6
32,13C,TN,15
44,11D,UT,1
11,23D,WA,3
44,290,CA,1
42,13B,CO,5
24,13A,ID,1
22,13B,KS,1
22,13B,AZ,1
45,35A,UT,1
32,13A,AR,3
52,13A,AZ,2
32,13A,IL,4
21,13A,KS,1
33,220,KY,2
23,13C,OH,2
21,13B,PA,2
26,23C,SC,6
11,23F,OH,6
33,13C,SC,4
14,23H,SD,1
33,13A,VA,3
11,23H,IL,3
24,290,MO,3
13,520,WA,1
71,23H,CA,1
42,13C,GA,1
41,13A,MT,1
31,13C,NC,1
44,23D,OH,1
15,290,RI,1
12,290,CA,452
42,290,CA,37
14,290,MA,12
26,290,MI,7
32,220,OK,1
32,13C,OR,14
21,220,PA,1
32,290,UT,8
12,13C,WA,107
43,13C,WA,28
21,23H,WA,2
12,13C,WI,23
32,220,AL,1
12,23H,ID,1
43,13C,UT,1
32,13B,NM,2
43,13B,NB,3
45,11B,TN,1
11,23B,WA,1
45,13C,WA,1
43,13B,GA,1
25,13C,ME,1
82,290,MN,1
12,220,TX,2
31,120,WA,1
12,35B,KY,1
21,220,MA,1
45,13B,NJ,1
33,120,OH,1
51,23H,WA,1
25,220,AZ,1
45,13B,ID,1
43,120,ID,1
45,13C,MI,3
12,13C,ND,11
41,290,ND,2
13,23H,WV,1
15,290,DC,4
26,200,CA,1
21,13C,DC,2
21,13A,WV,1
41,290,AL,1
31,290,CA,5
26,13B,LA,1
24,09A,TN,1
11,35A,AR,2
14,290,CA,41
32,120,CA,19
42,13A,NV,4
42,13C,NY,6
41,13A,OR,11
21,290,PA,15
13,13C,WA,10
42,240,WV,1
11,23H,AL,5
21,13C,ID,1
32,13C,SC,2
14,13C,TX,2
23,26A,UT,1
25,200,UT,1
24,13A,MD,1
22,200,ID,1
11,23H,LA,2
62,13A,MA,3
31,13B,NC,1
13,100,WA,1
43,13B,WV,2
41,370,IN,1
11,13A,AK,2
12,13C,AR,14
11,290,CO,11
22,23D,CT,1
41,13A,GA,3
33,13C,MI,40
12,13A,NC,24
11,26A,ND,2
33,13C,OH,44
24,290,SD,2
21,13B,TX,4
21,210,UT,1
21,290,WA,59
11,13C,ID,1
21,23H,KS,2
33,290,OR,7
43,290,RI,1
43,13A,UT,1
72,13C,CA,1
72,13B,CA,1
11,240,MO,1
12,23D,SC,1
13,120,AK,1
52,290,AZ,1
32,23C,MI,1
52,220,MO,1
41,13C,CA,71
33,13A,CT,2
12,13C,KS,42
32,13B,NC,12
32,13C,SD,2
43,13C,TN,18
13,11A,WA,3
13,13A,AK,5
33,13B,MA,9
33,290,TN,36
11,23D,UT,7
32,13A,NM,5
15,13B,NV,2
33,220,TX,1
43,13A,KS,1
52,13B,MA,5
24,13B,MO,2
32,35A,IN,1
12,09A,IN,1
12,510,KY,1
26,23D,OK,1
11,290,CA,27
15,13B,FL,3
12,290,LA,6
52,13A,MO,1
13,26B,MO,1
43,13B,ND,4
45,220,OH,3
23,23G,OR,1
11,280,TN,1
22,23H,VA,1
25,09A,WI,1
11,13B,AK,2
41,13B,AL,3
42,13C,DE,2
43,290,NH,3
14,11A,PA,1
43,13C,SC,2
23,290,MN,1
45,13C,MN,3
11,120,NV,4
43,290,NV,1
11,220,WV,8
44,35A,IN,1
15,13B,CO,4
42,13C,MO,3
11,290,MT,10
12,220,NC,4
21,290,ND,2
33,290,NJ,15
41,13B,OH,31
